%
%	这是工人能力的数据
%
%	2018/6/9

@RELATION trait

@ATTRIBUTE workerid NUMERIC
%标注类型一
@ATTRIBUTE trait_1_1 NUMERIC
@ATTRIBUTE trait_1_2 NUMERIC
@ATTRIBUTE trait_1_3 NUMERIC
@ATTRIBUTE trait_1_4 NUMERIC
@ATTRIBUTE trait_1_5 NUMERIC
@ATTRIBUTE trait_1_6 NUMERIC
@ATTRIBUTE trait_1_7 NUMERIC
@ATTRIBUTE trait_1_8 NUMERIC
@ATTRIBUTE trait_1_9 NUMERIC
@ATTRIBUTE trait_1_10 NUMERIC
@ATTRIBUTE trait_1_11 NUMERIC
@ATTRIBUTE trait_1_12 NUMERIC
@ATTRIBUTE trait_1_13 NUMERIC
@ATTRIBUTE trait_1_14 NUMERIC
@ATTRIBUTE trait_1_15 NUMERIC
@ATTRIBUTE trait_1_16 NUMERIC
@ATTRIBUTE trait_1_17 NUMERIC
@ATTRIBUTE trait_1_18 NUMERIC
@ATTRIBUTE trait_1_19 NUMERIC
@ATTRIBUTE trait_1_20 NUMERIC
@ATTRIBUTE trait_1_21 NUMERIC
@ATTRIBUTE trait_1_22 NUMERIC
@ATTRIBUTE trait_1_23 NUMERIC
@ATTRIBUTE trait_1_24 NUMERIC
@ATTRIBUTE trait_1_25 NUMERIC
@ATTRIBUTE trait_1_26 NUMERIC
@ATTRIBUTE trait_1_27 NUMERIC
@ATTRIBUTE trait_1_28 NUMERIC
@ATTRIBUTE trait_1_29 NUMERIC
@ATTRIBUTE trait_1_30 NUMERIC
%标注类型二
@ATTRIBUTE trait_2_1 NUMERIC
@ATTRIBUTE trait_2_2 NUMERIC
@ATTRIBUTE trait_2_3 NUMERIC
@ATTRIBUTE trait_2_4 NUMERIC
@ATTRIBUTE trait_2_5 NUMERIC
@ATTRIBUTE trait_2_6 NUMERIC
@ATTRIBUTE trait_2_7 NUMERIC
@ATTRIBUTE trait_2_8 NUMERIC
@ATTRIBUTE trait_2_9 NUMERIC
@ATTRIBUTE trait_2_10 NUMERIC
@ATTRIBUTE trait_2_11 NUMERIC
@ATTRIBUTE trait_2_12 NUMERIC
@ATTRIBUTE trait_2_13 NUMERIC
@ATTRIBUTE trait_2_14 NUMERIC
@ATTRIBUTE trait_2_15 NUMERIC
@ATTRIBUTE trait_2_16 NUMERIC
@ATTRIBUTE trait_2_17 NUMERIC
@ATTRIBUTE trait_2_18 NUMERIC
@ATTRIBUTE trait_2_19 NUMERIC
@ATTRIBUTE trait_2_20 NUMERIC
@ATTRIBUTE trait_2_21 NUMERIC
@ATTRIBUTE trait_2_22 NUMERIC
@ATTRIBUTE trait_2_23 NUMERIC
@ATTRIBUTE trait_2_24 NUMERIC
@ATTRIBUTE trait_2_25 NUMERIC
@ATTRIBUTE trait_2_26 NUMERIC
@ATTRIBUTE trait_2_27 NUMERIC
@ATTRIBUTE trait_2_28 NUMERIC
@ATTRIBUTE trait_2_29 NUMERIC
@ATTRIBUTE trait_2_30 NUMERIC
%标注类型三
@ATTRIBUTE trait_3_1 NUMERIC
@ATTRIBUTE trait_3_2 NUMERIC
@ATTRIBUTE trait_3_3 NUMERIC
@ATTRIBUTE trait_3_4 NUMERIC
@ATTRIBUTE trait_3_5 NUMERIC
@ATTRIBUTE trait_3_6 NUMERIC
@ATTRIBUTE trait_3_7 NUMERIC
@ATTRIBUTE trait_3_8 NUMERIC
@ATTRIBUTE trait_3_9 NUMERIC
@ATTRIBUTE trait_3_10 NUMERIC
@ATTRIBUTE trait_3_11 NUMERIC
@ATTRIBUTE trait_3_12 NUMERIC
@ATTRIBUTE trait_3_13 NUMERIC
@ATTRIBUTE trait_3_14 NUMERIC
@ATTRIBUTE trait_3_15 NUMERIC
@ATTRIBUTE trait_3_16 NUMERIC
@ATTRIBUTE trait_3_17 NUMERIC
@ATTRIBUTE trait_3_18 NUMERIC
@ATTRIBUTE trait_3_19 NUMERIC
@ATTRIBUTE trait_3_20 NUMERIC
@ATTRIBUTE trait_3_21 NUMERIC
@ATTRIBUTE trait_3_22 NUMERIC
@ATTRIBUTE trait_3_23 NUMERIC
@ATTRIBUTE trait_3_24 NUMERIC
@ATTRIBUTE trait_3_25 NUMERIC
@ATTRIBUTE trait_3_26 NUMERIC
@ATTRIBUTE trait_3_27 NUMERIC
@ATTRIBUTE trait_3_28 NUMERIC
@ATTRIBUTE trait_3_29 NUMERIC
@ATTRIBUTE trait_3_30 NUMERIC
%标注类型四
@ATTRIBUTE trait_4_1 NUMERIC
@ATTRIBUTE trait_4_2 NUMERIC
@ATTRIBUTE trait_4_3 NUMERIC
@ATTRIBUTE trait_4_4 NUMERIC
@ATTRIBUTE trait_4_5 NUMERIC
@ATTRIBUTE trait_4_6 NUMERIC
@ATTRIBUTE trait_4_7 NUMERIC
@ATTRIBUTE trait_4_8 NUMERIC
@ATTRIBUTE trait_4_9 NUMERIC
@ATTRIBUTE trait_4_10 NUMERIC
@ATTRIBUTE trait_4_11 NUMERIC
@ATTRIBUTE trait_4_12 NUMERIC
@ATTRIBUTE trait_4_13 NUMERIC
@ATTRIBUTE trait_4_14 NUMERIC
@ATTRIBUTE trait_4_15 NUMERIC
@ATTRIBUTE trait_4_16 NUMERIC
@ATTRIBUTE trait_4_17 NUMERIC
@ATTRIBUTE trait_4_18 NUMERIC
@ATTRIBUTE trait_4_19 NUMERIC
@ATTRIBUTE trait_4_20 NUMERIC
@ATTRIBUTE trait_4_21 NUMERIC
@ATTRIBUTE trait_4_22 NUMERIC
@ATTRIBUTE trait_4_23 NUMERIC
@ATTRIBUTE trait_4_24 NUMERIC
@ATTRIBUTE trait_4_25 NUMERIC
@ATTRIBUTE trait_4_26 NUMERIC
@ATTRIBUTE trait_4_27 NUMERIC
@ATTRIBUTE trait_4_28 NUMERIC
@ATTRIBUTE trait_4_29 NUMERIC
@ATTRIBUTE trait_4_30 NUMERIC
%标注类型五
@ATTRIBUTE trait_5_1 NUMERIC
@ATTRIBUTE trait_5_2 NUMERIC
@ATTRIBUTE trait_5_3 NUMERIC
@ATTRIBUTE trait_5_4 NUMERIC
@ATTRIBUTE trait_5_5 NUMERIC
@ATTRIBUTE trait_5_6 NUMERIC
@ATTRIBUTE trait_5_7 NUMERIC
@ATTRIBUTE trait_5_8 NUMERIC
@ATTRIBUTE trait_5_9 NUMERIC
@ATTRIBUTE trait_5_10 NUMERIC
@ATTRIBUTE trait_5_11 NUMERIC
@ATTRIBUTE trait_5_12 NUMERIC
@ATTRIBUTE trait_5_13 NUMERIC
@ATTRIBUTE trait_5_14 NUMERIC
@ATTRIBUTE trait_5_15 NUMERIC
@ATTRIBUTE trait_5_16 NUMERIC
@ATTRIBUTE trait_5_17 NUMERIC
@ATTRIBUTE trait_5_18 NUMERIC
@ATTRIBUTE trait_5_19 NUMERIC
@ATTRIBUTE trait_5_20 NUMERIC
@ATTRIBUTE trait_5_21 NUMERIC
@ATTRIBUTE trait_5_22 NUMERIC
@ATTRIBUTE trait_5_23 NUMERIC
@ATTRIBUTE trait_5_24 NUMERIC
@ATTRIBUTE trait_5_25 NUMERIC
@ATTRIBUTE trait_5_26 NUMERIC
@ATTRIBUTE trait_5_27 NUMERIC
@ATTRIBUTE trait_5_28 NUMERIC
@ATTRIBUTE trait_5_29 NUMERIC
@ATTRIBUTE trait_5_30 NUMERIC



@DATA
100000561,5,0,0,5,0,3,0,0,0,12,15,15,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,15,18,4,0,0,6,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,5,13,0,0,0,0,0,0,18,0,0,4,15,7,0,7,7,0,0,16,0,0,0,0,5,12,0,0,0,0,0,0,2,9,0,0,0,0,6,0,0,5,0,6,0,0,0,14,0,0,0,6,0,0,0,7,0,7,15,0,21,0,8,0,0,0,0,0,0,0,0,0,0,18,13,12,16,5,0
100000562,0,0,0,0,15,0,0,7,0,0,0,0,0,0,5,14,0,0,0,0,7,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,5,9,3,22,0,0,7,9,0,0,14,0,0,0,0,11,0,19,0,0,0,0,0,8,0,0,0,0,0,0,0,6,18,0,0,0,0,12,0,0,0,0,11,0,3,16,5,0,13,0,17,8,0,20,6,0,0,0,0,0,2,0,7,2,0,0,0,0,0,5,0,6,3,1,15,0,0,0,0,16,0,0,15,0,0,0,10,16,0,6,0,12,0,5,0,15,0,0,0,0,0,0,3,12,0,0,0,0,0,0,14,0,0
100000563,0,13,0,0,18,0,0,7,0,0,0,0,0,0,16,0,0,0,0,13,1,0,4,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,14,0,8,0,4,17,3,5,11,16,0,0,0,0,0,7,0,0,7,12,0,0,0,6,0,12,0,7,0,0,0,0,0,0,9,7,7,0,0,0,23,0,0,0,0,4,0,14,14,0,16,0,3,0,0,0,13,0,15,0,0,0,9,0,7,3,11,0,0,0,0,0,0,14,0,0,18,0,0,12,0,0,16,0,6,0,10,0,7,0,9,11,15,0,0,0,0,0,0,0,0,0,16,0,0,0,0,14,0,0,2,8
100000564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,13,10,0,15,0,0,0,0,0,0,17,0,0,0,0,0,0,5,0,0,13,5,16,0,0,13,0,0,5,0,0,0,0,0,5,3,0,0,0,0,17,0,0,5,0,7,13,0,15,0,6,0,0,0,0,0,14,14,0,0,14,0,0,0,0,0,0,0,0,0,11,0,0,18,0,0,0,14,14,8,0,0,15,0,0,0,0,0,0,12,0,4,0,2,0,0,0
100000565,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,0,11,16,0,0,0,0,0,11,0,0,0,0,0,0,0,12,0,0,0,6,5,0,0,0,0,0,15,9,0,0,0,7,12,12,0,0,16,1,0,8,0,0,0,0,0,0,0,0,3,0,0,0,4,0,18,14,0,0,17,0,0,0,0,0,0,2,0,14,0,0,0,5,0,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,9,4,0,16,0,1,0,0,0,0,15,0,13,0,0,0,13,12,0,6,0,18,0,0,0,0,0,0,0,0,20,0,0,0,0,12,0,0,0,0,0,14,0,0,18
100000566,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,13,13,0,0,0,15,0,0,0,0,17,15,0,0,15,0,0,0,0,3,0,0,13,0,8,0,0,0,0,15,0,1,0,0,0,0,11,14,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,11,6,0,0,0,4,17,0,0,0,21,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,14,8,0,4,0,5,0,7,0,13,6,15,0,0,0,8,0,0,0,15,0,13,0,0,0,5,0,0
100000567,0,0,0,0,0,7,0,0,0,0,4,15,0,0,15,0,0,0,4,0,0,8,5,13,0,5,0,0,9,19,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,0,0,13,0,0,6,0,0,0,0,11,16,0,0,0,0,0,16,0,6,0,0,13,14,17,6,0,0,14,0,0,19,0,0,0,12,0,0,0,13,0,0,0,14,0,0,0,15,0,0,0,14,0,0,16,0,0,0,22,0,11,11,0,0,0,0,0,0,14,0,0,2,5,0,0,0,15,0,8,0,6,0,6,0,0,13,0,0,0,0,0,0,0
100000568,0,0,0,12,15,0,0,0,18,0,4,2,16,0,12,6,0,17,10,0,0,0,0,5,0,0,0,0,0,0,5,16,0,0,6,0,13,12,0,0,12,0,0,10,0,0,13,0,15,0,0,0,0,0,0,2,0,22,0,0,8,0,6,6,0,7,16,0,0,5,0,0,12,0,19,0,12,0,0,17,0,0,0,0,18,0,0,0,11,14,0,6,0,0,0,0,0,0,16,0,0,11,0,5,0,0,0,0,14,0,0,0,0,0,0,3,2,0,0,0,15,0,0,0,16,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,8,0
100000569,3,0,0,0,6,0,0,12,0,0,0,15,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,15,5,15,17,0,0,0,0,0,15,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,22,0,0,0,0,0,0,3,0,15,0,0,0,0,7,0,0,5,0,9,0,13,0,0,0,0,13,0,0,14,0,0,11,0,0,0,0,0,0,12,0,14,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8
100000570,0,14,0,0,12,0,0,11,0,3,0,17,0,0,0,0,0,0,0,7,0,0,0,14,0,0,6,0,11,0,0,11,0,11,20,8,0,0,0,0,0,0,11,0,17,0,0,6,0,0,0,17,3,0,10,14,0,0,0,9,0,6,0,0,12,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,0,0,0,6,0,0,11,0,0,0,15,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,15,0,0,0,0,0,15,10,11,16,0,0,8,0,0,0,0,12,0,0,0,0,7,6,0,13,0,0,0,0
100000571,0,0,12,0,14,0,15,0,0,6,0,7,0,0,0,0,14,0,0,18,0,0,14,8,0,0,0,0,0,0,7,0,0,0,16,0,9,18,13,12,8,0,0,0,0,0,0,0,0,0,0,0,2,4,0,3,0,7,0,0,0,4,0,0,0,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,12,11,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,12,12,0,0,0,0,0,0,14,0,0,6,13,0,0,4,0,0,4,0,3,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0
100000572,0,0,0,17,0,6,0,0,0,0,0,0,0,8,0,0,0,0,11,4,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,13,0,0,19,0,13,12,0,3,0,0,20,0,0,0,7,0,0,0,5,17,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,4,0,7,0,0,17,0,0,6,0,0,0,20,0,0,1,0,0,14,0,14,0,0,0,4,17,9,0,18,0,0,0,0,5,0,0,0,0,14,22,0,0,0,16,0,0,0,18,20,0,16,12,0,9,0,0,0,11,0,0,0,0,0,0,7,18,0,0,0,0,0,1,1,0,0
100000573,0,12,0,0,13,0,0,0,0,12,5,12,0,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,16,0,7,16,0,5,0,16,0,0,0,0,0,0,0,0,0,0,21,0,0,4,0,13,0,0,14,0,13,0,0,5,0,0,6,0,0,7,0,0,20,0,4,0,5,2,0,0,8,13,0,0,17,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,0,0,0,0,13,0,0,0,0,0,0,19,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
100000574,11,12,0,0,0,16,0,0,1,0,0,0,0,0,21,0,0,0,0,0,17,0,0,0,0,11,15,0,12,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,4,0,0,6,12,0,0,0,0,0,11,0,6,13,0,0,0,0,0,15,0,0,6,0,0,7,0,0,0,0,13,5,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,4,0,7,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,26,0,3,4,0,0,0,0,0,8,0,0,0
100000575,0,0,5,3,0,0,8,0,7,1,0,0,14,0,0,0,0,0,0,0,8,15,0,0,0,4,17,0,0,17,0,0,15,0,0,0,3,15,12,3,0,0,0,0,8,0,3,0,5,0,13,8,0,0,4,13,0,0,0,11,0,0,0,0,14,0,0,0,6,0,13,13,15,1,0,0,18,0,0,0,5,0,11,12,13,14,0,0,0,0,0,0,0,0,0,16,0,20,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,13,6,4,10,0,0,0,17,0,5,0,11,0,0,5,14,0,0,15,0,0,11,4,0,0,0,0,0,0,16,0,0,5,0,0,0,0
100000576,7,0,0,5,0,8,0,14,0,0,0,0,11,0,0,7,0,13,0,17,0,0,0,9,0,0,0,0,0,11,15,0,13,0,5,4,0,0,0,0,0,16,15,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,4,0,0,15,0,0,19,0,0,0,0,0,0,0,0,10,0,17,0,0,0,0,0,0,0,0,6,0,22,0,0,0,0,0,0,0,0,13,0,13,1,0,0,0,0,0,0,0,11,11,0,3,0,0,0,14,13,0,12,0,3,0,0,12,0,0,24,0,0,16,0,0,0,0,7,6,0,0,0,0,5,17,10,0,11
100000577,0,0,0,0,0,2,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,13,21,0,0,0,0,16,0,0,0,19,0,17,0,16,0,0,0,0,0,22,0,0,0,0,0,0,0,14,18,0,0,0,13,0,0,6,0,7,0,0,5,0,0,8,0,5,0,0,0,3,0,4,4,0,0,11,0,14,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,15,0,0,0,0,0,11,0,0,0,0,1,0,5,0,0,0,0,4,7,0,9,7,0,0,0,0,7,0,0,0,0,18,0,0,12,0,0,0,0,20,0,0,0,0,0,8,0
100000578,0,0,0,0,0,0,0,14,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,3,0,12,0,0,0,9,0,0,0,0,0,11,18,6,16,13,0,0,16,14,14,0,0,0,0,13,4,0,0,0,8,0,0,0,14,0,15,0,11,0,15,0,0,0,0,0,0,16,13,7,23,0,0,0,0,0,0,0,0,0,0,0,5,0,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,17,15,0,0,13,0,5,0,0,0,0,0,0,0,0,7,5,16,0,0,0,0,11,0,4,0,0,0,0,3,0,0,11,0,0,0
100000579,0,0,0,0,0,6,0,0,2,14,0,13,0,11,14,17,0,0,12,0,0,0,0,0,0,11,0,18,15,0,0,14,0,13,0,0,6,0,0,0,0,0,0,0,6,0,0,7,5,0,0,0,0,8,0,0,0,13,0,0,0,15,0,15,0,0,0,0,14,0,0,0,0,0,8,0,5,0,0,5,0,0,0,0,0,0,0,0,0,16,8,0,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,15,6,0,14,17,0,0,0,8,0,11,0,3,0,0,0,7,8,0,13,18,0,0,0,0,13,4,6,0,0
100000580,0,0,15,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,5,0,15,7,0,0,0,0,18,2,0,0,6,0,16,0,0,8,15,7,11,0,0,14,14,0,0,0,0,3,4,0,5,5,0,0,7,15,11,15,0,0,19,0,0,0,0,14,0,19,2,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,17,0,0,0,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,17,0,16,0,18,0,0,0,7,0,0,9,0,0,6,11,0,0,0,18,0,0,5,0
100000581,0,0,14,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,21,0,0,9,2,14,0,0,0,0,0,0,16,15,13,0,0,0,0,0,0,0,0,0,18,0,0,0,0,3,7,16,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,0,0,0,7,13,16,0,0,0,7,0,17,3,0,20,19,0,0,0,0,0,0,0,13,0,18,13,0,0,6,0,0,0,0,0,3,0,0,0,2,0,0,8,17,0,7,0,12,0,0,18,0,0,12,0,12,0,0,12,0,0,13,0,0,7,0,0,0,0,0,11,0,16,0,15,7
100000582,0,0,0,14,0,20,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,7,21,0,13,0,0,4,0,0,0,0,0,0,12,4,15,0,0,22,12,0,13,0,0,0,14,8,13,15,0,15,0,0,0,0,0,0,15,0,0,0,0,6,0,6,5,0,0,0,0,7,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,11,0,0,0,18,5,12,0,3,0,0,0,0,12,0,0,16,18,0,2,0,0,5,12,0,14,0,0,0,14,0,0,0,0,18,0,0,0,17,0,0,0,0,0,0,0,19,0,0,0,11,0,0,7,0,0
100000583,0,0,0,0,13,9,20,0,19,13,17,6,0,6,0,0,0,0,0,0,0,0,15,16,1,0,0,14,0,0,0,20,1,0,0,0,0,0,0,7,12,2,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,12,13,0,0,9,6,0,0,0,0,7,11,0,15,11,0,0,0,0,0,12,0,8,0,0,0,0,0,13,12,0,0,8,0,0,0,0,0,0,0,0,14,9,0,0,17,7,6,12,2,0,14,0,9,0,0,0,7,0,0,0,1,0,0,15,0,0,0,24,5,11,0,15,0,0,0,0,8,0,0,0,0,0,15,0,0,0,0
100000584,14,0,0,3,1,0,0,0,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,6,0,0,0,6,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,16,0,0,0,0,0,0,13,0,0,0,0,0,5,0,3,0,0,0,0,0,0,12,0,0,15,16,0,0,15,0,0,15,0,0,0,16,0,0,0,0,14,0,0,0,0,0,0,10,0,0,0,0,0,14,15,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,11,0,0,0,16,0,0,0,0,0,0,12,10,21,13,14,0,0,0,14,8
100000585,16,0,11,2,0,0,5,14,0,0,0,0,0,0,0,0,14,4,0,0,14,5,0,0,8,0,0,0,0,0,3,0,3,0,0,0,6,8,0,0,11,0,8,15,0,0,0,16,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,8,0,16,0,0,0,0,0,0,0,19,0,15,0,0,0,0,9,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,0,6,0,13,0,11,7,4,12,0,0,0,0,13,12,0,0,15,4,0,0,0,0,11,0,20,0,24,20,5,0,0,0,0,12,0,0,7,0,0,0,10,2,13,8,0,0,17,0
100000586,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,14,4,0,0,0,0,0,6,8,0,0,0,26,0,4,0,0,0,5,0,0,0,0,0,0,19,11,17,0,18,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5,0,0,5,4,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,19,17,0,0,0,0,20,0,0,0,0,0,0,0,0,12,0,0,0,20,4,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,13,0,0,0,15,0,0,3,0
100000587,0,0,15,0,0,17,0,0,13,16,18,0,8,0,13,0,0,9,13,0,0,0,0,0,0,16,0,11,0,0,0,1,0,0,0,0,0,18,0,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,2,2,12,0,0,19,0,0,0,0,0,0,18,0,20,0,8,0,0,0,0,0,17,19,0,0,11,15,3,0,3,0,0,15,0,0,0,0,19,0,0,0,0,0,6,4,0,12,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,16,0,9,2,7,0,0,7,5,0,7,0,12,0,17,0,0,0,0,0,14,0,0
100000588,0,0,10,0,0,0,13,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,18,15,0,0,0,3,0,0,0,0,3,14,0,0,0,0,0,11,12,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,1,21,4,0,0,0,0,0,0,0,17,3,16,0,0,0,12,10,0,0,0,14,5,0,0,0,0,0,0,0,0,3,0,0,0,8,15,0,19,9,0,0,0,0,0,0,17,17,2,15,0,0,0,0,16,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,15,0,17,18,8,0,0,0,0,19,4
100000589,0,0,17,10,0,0,17,0,0,0,0,0,3,0,0,0,0,6,0,3,6,0,7,0,0,0,0,0,1,11,0,0,0,0,0,10,0,12,0,10,0,0,4,0,0,0,0,14,0,15,0,0,0,2,0,0,15,0,0,0,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,21,0,0,13,0,14,0,13,0,6,0,0,0,0,2,0,19,0,0,0,4,0,0,19,0,0,0,5,5,0,0,0,7,0,0,0,0,0,7,14,0,0,0,0,0,6,0,0,11,0,0,0,0,13,0,0,0,12,0,13,0,14,0,0,0,0,0,14,0,0,0,0,14,0,0
100000590,0,0,0,13,0,0,2,0,0,6,0,20,2,0,0,11,0,0,0,2,12,0,0,0,0,10,5,0,0,0,0,18,0,19,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,2,17,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,14,11,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0,12,0,0,0,7,0,0,0,16,19,5,11,4,18,15,0,0,0,0,0,0,0,0,0,0,4,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000591,0,0,0,12,0,0,0,0,6,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,9,0,0,0,5,8,0,0,0,14,0,0,12,0,7,0,0,0,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,1,0,0,12,0,0,7,0,16,6,0,17,12,0,0,0,0,8,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,6,0,0,0,0,10,0,0,0,0,0,6,0,0,0,10,0,0,14,16,0,0,0,0,6,0,0,0,0,0
100000592,0,0,14,0,10,0,0,0,0,0,15,0,0,4,0,0,0,5,8,0,8,17,0,3,0,0,18,0,0,0,0,0,0,0,1,0,8,0,0,0,0,3,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,14,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,12,0,11,16,0,0,8,0,8,0,0,3,0,0,0,12,0,0,18,0,0,0,15,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,13,19,0,0,5,0,15,0,6,0,9,0,15,0,6,0,5,7,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
100000593,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,12,0,0,2,11,0,0,0,0,8,0,8,0,0,9,0,5,0,2,0,0,0,5,8,0,3,0,0,0,0,0,0,12,0,5,0,11,19,0,14,0,0,0,0,0,17,0,0,0,0,2,0,0,13,18,11,0,0,0,0,0,7,0,0,0,0,15,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,15,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,14,14,0,0,0,0,14,0,19,0,0,2,0,0,0,11,0,0,15
